080058	???
148951	LCFC(HeFei) Electronics Technology co., ltd
C85B76	LCFC(HeFei) Electronics Technology co., ltd
507B9D	LCFC(HeFei) Electronics Technology co., ltd
28D244	LCFC(HeFei) Electronics Technology Co., Ltd.
000893	LE INFORMATION COMMUNICATION INC.
C80E77	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
B01BD2	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
E0A8B8	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
B8FC9A	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
D4B169	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
000CB9	Lea
683489	Lea Professional
000522	LEA*D Corporation, Inc.
D887D5	Leadcore Technology CO.,LTD
000560	LEADER COMM.CO., LTD
00090D	LEADER ELECTRONICS CORP.
4C7487	Leader Phone Communication Technology Co., Ltd.
0009A3	Leadfly Techologies Corp. Ltd.
F44713	Leading Public Performance Co., Ltd.
003004	LEADTEK RESEARCH INC.
001954	Leaf Corporation.
0006CD	Leaf Imaging Ltd.
00C019	LEAP TECHNOLOGY, INC.
001257	LeapComm Communication Technologies Inc.
8038FD	LeapFrog Enterprises, Inc.
48C58D	Lear Corp GmbH
001A37	Lear Corporation
D05157	Leax Arkivator Telecom
00E087	LeCroy - Networking Productions Division
000082	LECTRA SYSTEMES SA
000296	Lectron Co,. Ltd.
002434	Lectrosonics, Inc.
F8A188	LED Roadway Lighting
001F9C	Ledco
F0C88C	LeddarTech Inc.
F0D1B8	Ledvance
20A2E7	Lee-Dickens Ltd
1CD6BD	LEEDARSON LIGHTING CO., LTD.
00A002	LEEDS & NORTHRUP AUSTRALIA PTY LTD
F8983A	Leeman International (HongKong) Limited
50F43C	Leeo Inc
40B688	LEGIC Identsystems AG
90842B	LEGO System A/S
001653	LEGO System A/S IE Electronics Division
000F00	Legra Systems, Inc.
000474	Legrand
0026EC	Legrand Home Systems, Inc
8C873B	Leica Camera AG
001717	Leica Geosystems AG
001C5D	Leica Microsystems
40F52E	Leica Microsystems (Schweiz) AG
0090D1	LEICHU ENTERPRISE CO., LTD.
D07C2D	Leie IOT technology Co., Ltd
E4E409	LEIFHEIT AG
00E0FB	LEIGHTRONIX, INC.
ACBD0B	Leimac Ltd
002245	Leine & Linde AB
001515	Leipold+               # Leipold+Co.GmbH
000107	Leiser GmbH
503E7C	LeiShen Intelligent System CoLtd
0001D4	Leisure Time, Inc.
D82A15	Leitner SpA
0012FF	Lely Industries N.V.
004069	Lemcom Systems Inc
000E63	Lemke Diagnostics GmbH
C825E1	Lemobile Information Technology (Beijing) Co., Ltd
28FECD	Lemobile Information Technology (Beijing) Co., Ltd.
B4EFFA	Lemobile Information Technology (Beijing) Co., Ltd.
1861C7	lemonbeat GmbH
905682	Lenbrook Industries Limited
00151C	Leneco
002381	Lengda Technology(Xiamen) Co.,Ltd.
00189F	Lenntek Corporation
0022C9	Lenord, Bauer & Co GmbH
809621	Lenovo
10C595	Lenovo
A41194	Lenovo
A48CDB	Lenovo
A03299	Lenovo (Beijing) Co., Ltd.
207693	Lenovo (Beijing) Limited.
74042B	Lenovo Mobile Communication (Wuhan) Company Limited
E02CB2	Lenovo Mobile Communication (Wuhan) Company Limited
0012FE	Lenovo Mobile Communication Technology Ltd.
EC89F5	Lenovo Mobile Communication Technology Ltd.
AC3870	Lenovo Mobile Communication Technology Ltd.
88708C	Lenovo Mobile Communication Technology Ltd.
D87157	Lenovo Mobile Communication Technology Ltd.
98FFD0	Lenovo Mobile Communication Technology Ltd.
70720D	Lenovo Mobile Communication Technology Ltd.
CC07E4	Lenovo Mobile Communication Technology Ltd.
503CC4	Lenovo Mobile Communication Technology Ltd.
1436C6	Lenovo Mobile Communication Technology Ltd.
60D9A0	Lenovo Mobile Communication Technology Ltd.
C8DDC9	Lenovo Mobile Communication Technology Ltd.
149FE8	Lenovo Mobile Communication Technology Ltd.
6C5F1C	Lenovo Mobile Communication Technology Ltd.
D4223F	Lenovo Mobile Communication Technology Ltd.
80CF41	Lenovo Mobile Communication Technology Ltd.
005907	LenovoEMC Products USA, LLC
000973	Lenten Technology Co., Ltd.
644F74	LENUS Co., Ltd.
000A86	Lenze
78257A	Leo Innovation Lab
A8B0AE	Leoni
9C8DD3	Leonton Technologies
F07F0C	Leopold Kostal GmbH &Co. KG
089F97	LEROY AUTOMATION
00509E	Les Technologies SoftAcoustik Inc.
9CD9CB	Lesira Manufacturing Pty Ltd
0006C6	lesswire AG
CC3B3E	Lester Electrical
0014E0	LET'S Corporation
000C98	LETEK Communications Inc.
DCF05D	Letta Teknoloji
847303	Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.
00173E	LeucotronEquipamentos Ltda.
00019A	LEUNIG GmbH
001866	Leutron Vision
00157B	Leuze electronic GmbH + Co. KG
001EFE	LEVEL s.r.o.
7076F0	LevelOne Communications (India) Private Limited
0007A6	Leviton Manufacturing Co., Inc.
00052F	Leviton Network Solutions
482759	Levven Electronics Ltd
001232	LeWiz Communications Inc.
4C0289	LEX COMPUTECH CO., LTD
806940	Lexar Co, Ltd
0003DC	Lexar Media, Inc.
001501	Lexbox
AC7236	Lexking Technology Co., Ltd.
002000	Lexmark (Print Server)
000400	Lexmark (Print Server)
0021B7	Lexmark International Inc.
788C77	Lexmark International, Inc
F0182B	LG Chem
B0989F	LG CNS
3CE624	LG Display
DC0B34	LG Electronics
3CBDD8	LG Electronics
CC2D8C	LG Electronics
30766F	LG Electronics
F895C7	LG Electronics
48605F	LG Electronics
D84FB8	LG Electronics
485929	LG Electronics
F80CF3	LG Electronics
44CB8B	LG Electronics
CC8826	LG Electronics
3CCD93	LG Electronics
F8A9D0	LG Electronics
30A9DE	LG Electronics
C49A02	LG Electronics
34FCEF	LG Electronics
D013FD	LG Electronics
30B4B8	LG Electronics
C808E9	LG Electronics
388C50	LG Electronics
E8F2E2	LG Electronics
344DF7	LG Electronics
C80210	LG Electronics
583F54	LG Electronics
CCFA00	LG Electronics
2C598A	LG Electronics
F01C13	LG Electronics
40B0FA	LG Electronics
E892A4	LG Electronics
2C2BF9	LG Electronics
E85B5B	LG Electronics
505527	LG Electronics
0026E2	LG Electronics
001C62	LG Electronics
B81DAA	LG Electronics
2C54CF	LG Electronics
0051ED	LG Electronics
0019A1	LG Electronics
A06FAA	LG Electronics
3830F9	LG Electronics
0057C1	LG Electronics
001EB2	LG Electronics
A039F7	LG Electronics
0022A9	LG Electronics
001F6B	LG Electronics
B4E62A	LG Electronics
0050CE	LG Electronics
001E75	LG Electronics
B4F1DA	LG Electronics
0034DA	LG Electronics
001FE3	LG Electronics
A09169	LG Electronics
002483	LG Electronics
0021FB	LG Electronics
B4F7A1	LG Electronics
003DE8	LG Electronics
00E091	LG Electronics
88074B	LG Electronics
A8B86E	LG Electronics
0025E5	LG Electronics
1C08C1	LG Electronics
64899A	LG Electronics
944444	LG Electronics
001256	LG Electronics
044EAF	LG Electronics
7CF31B	LG Electronics
A8922C	LG Electronics
2021A5	LG Electronics
8C3AE3	LG Electronics
ACF6F7	LG Electronics
08D46A	LG Electronics
6CD032	LG Electronics
C041F6	LG Electronics
203DBD	LG Electronics
805A04	LG Electronics
A823FE	LG Electronics
0C4885	LG Electronics
60E3AC	LG Electronics
AC0D1B	LG Electronics
041B6D	LG Electronics
78F882	LG Electronics
A816B2	LG Electronics
00AA70	LG Electronics
74A722	LG Electronics
BCF5AC	LG Electronics
14C913	LG Electronics
60AB14	LG Electronics
C4438F	LG Electronics
10683F	LG Electronics
5C70A3	LG Electronics
98D6F7	LG Electronics
10F96F	LG Electronics
7C1C4E	LG Electronics
98B8BA	LG Electronics
10F1F2	LG Electronics
7440BE	LG Electronics
9893CC	LG Electronics
201742	LG Electronics
700514	LG Electronics
C4366C	LG Electronics
64C2DE	LG Electronics
88C9D0	LG Electronics
785DC8	LG Electronics
64BC0C	LG Electronics
88365F	LG Electronics
6CD68A	LG Electronics
5CAF06	LG Electronics
58A2B5	LG Electronics
0005C9	LG innotek
64995D	Lge
B08991	Lge
5C17D3	Lge
8C541D	Lge
F4D7B2	Lgs Innovations, Llc
4CDD7D	Lhp Telematics Llc
04BA36	Li Seng Technology Ltd
001C94	LI-COR Biosciences
00158C	Liab ApS
84E714	Liang Herng Enterprise,Co.Ltd.
00184E	Lianhe Technologies, Inc.
284FCE	Liaoning Wontel Science and Technology Development Co.,Ltd.
0004C8	LIBA Maschinenfabrik GmbH
0080A4	LIBERTY ELECTRONICS
00605E	LIBERTY TECHNOLOGY NETWORKING
C467B5	Libratone A/S
D8F710	Libre Wireless Technologies Inc.
001613	LibreStream Technologies Inc.
002611	Licera AB
001E03	LiComm Co., Ltd.
0020E6	LIDKOPING MACHINE TOOLS AB
000877	Liebert-               # Liebert-Hiross Spa
0011B8	Liebherr - Elektronik GmbH
001C9D	Liecthi AG
301B97	Lierda Science & Tech Group Co, Ltd
488244	Life Fitness / Div. of Brunswick
000C77	Life Racing Ltd
407074	Life Technology (China) Co., Ltd
1C1FD4	LifeBEAM Tech Ltd
FCCAC4	LifeHealth, LLC
0013FA	LifeSize Communications, Inc
0014CB	LifeSync Corporation
000F60	Lifetron Co.,Ltd
D073D5	LIFI LABS MANAGEMENT PTY LTD
002707	Lift Complex DS, JSC
0017F5	LIG NEOPTEK
38454C	Light Labs, Inc.
00016B	LightChip, Inc.
002524	Lightcomm Technology Co., Ltd
00D0EB	LIGHTERA NETWORKS, INC.
001D10	LightHaus Logic, Inc.
582EFE	Lighting Science Group
0030A2	Lightner Engineering
0090F4	LIGHTNING INSTRUMENTATION
F4B164	Lightning Telecommunications Technology Co. Ltd
0004E7	Lightpointe Communications, Inc
0013C5	LIGHTRON FIBER-OPTIC DEVICES INC.
0005E3	LightSand Communications, Inc.
B01408	LIGHTSPEED INTERNATIONAL CO.
A8D236	Lightware Visual Engineering
003031	LIGHTWAVE COMMUNICATIONS, INC.
80912A	Lih Rong electronic Enterprise Co., Ltd.
002382	Lih Rong electronic Enterprise Co., Ltd.
10B9FE	Lika srl
E42C56	Lilee Systems, Ltd.
9405B6	Liling FullRiver Electronics & Technology Ltd
3C6716	Lily Robotics
A4BBAF	Lime Instruments
001CCF	Limetek
38D620	Limidea Concept Pte. Ltd
701404	Limited Liability Company
0004EE	Lincoln Electric Company
30E090	Linctronix Ltd,
2899C7	Lindsay Broadband Inc
40DF02	Line Biz Plus
20014F	Linea Research Ltd
001F4B	Lineage Power
A082AC	Linear DMS Solutions Sdn. Bhd.
585076	Linear Equipamentos Eletronicos SA
F0D14F	Linear Llc
88FD15	LINEEYE CO., LTD
4C5427	Linepro Sp. z o.o.
008DDA	Link One Co., Ltd.
00E0C6	LINK2IT, L.L.C.
000953	Linkage System Integration Co.Ltd.
D09D0A	Linkcom
1C83B0	Linked IP GmbH
D4EC86	LinkedHope Intelligent Technologies Co., Ltd
002335	Linkflex Co.,Ltd
989080	Linkpower Network System Inc Ltd.
00226C	LinkSprite Technologies, Inc.
68E8EB	Linktel Technologies Co.,Ltd
D0AFB6	Linktop Technology Co., LTD
00D06A	LINKUP SYSTEMS CORPORATION
7CF0BA	Linkwell Telesystems Pvt Ltd
001C96	Linkwise Technology Pte Ltd
00260F	Linn Products Ltd
00007F	Linotype-Hell AG
002296	LinoWave Corporation
0020AD	LINQ SYSTEMS
00211A	LInTech Corporation
001791	LinTech GmbH
E0EF25	Lintes Technology Co., Ltd.
00602C	LINX Data Terminals, Inc.
0006B2	Linxtek Co.
0008C5	Liontech Co., Ltd.
00263F	LIOS Technology GmbH
C40006	Lipi Data Systems Ltd.
000E48	Lipman TransAction Solutions
00209D	LIPPERT AUTOMATIONSTECHNIK
60455E	Liptel s.r.o.
001725	Liquid Computing
A849A5	Lisantech Co., Ltd.
001A7A	Lismore Instruments Limited
000916	Listman Home Technologies, Inc.
000B71	Litchfield Communications Inc.
74E543	Lite-On
9822EF	Lite-On
00A0CC	Lite-On
74DFBF	Lite-On
A4DB30	Lite-On
00F48D	Lite-On
70F1A1	Lite-On
94E979	Lite-On
18CF5E	Lite-On
6C4B90	Lite-On
B8EE65	Lite-On
1063C8	Lite-On
646E69	Lite-On
B00594	Lite-On
20689D	Lite-On
68A3C4	Lite-On
ACE010	Lite-On
2016D8	Lite-On
5C93A2	Lite-On
B88687	Lite-On
1C659D	Lite-On
70C94E	Lite-On
9CB70D	Lite-On
701A04	Lite-On
ACB57D	Lite-On
74DE2B	Lite-On
E8C74F	Lite-On
00225F	Lite-On
446D57	Lite-On
001492	Lite-On
F8A2D6	Lite-On
3010B3	Lite-On
D05349	Lite-On
548CA0	Lite-On
C8FF28	Lite-On
28E347	Lite-On
D0DF9A	Lite-On
3CA067	Lite-On
E8D0FC	Lite-On
2CD05A	Lite-On
E8617E	Lite-On
3C9509	Lite-On
F82819	Lite-On
3C9180	Lite-On
E4AAEA	Lite-On
24FD52	Lite-On
CCB0DA	Lite-On
3052CB	Lite-On
E82A44	Lite-On
40F02F	Lite-On
30D16B	Lite-On
5800E3	Lite-On
245BF0	Lite-On
48D224	Lite-On
505BC2	Lite-On
58874C	LITE-ON CLEAN ENERGY TECHNOLOGY CORP.
0002E3	LITE-ON Communications, Inc.
002303	LITE-ON IT Corporation
08B738	Lite-On Technogy Corp.
001644	LITE-ON Technology Corp.
B4DFFA	Litemax Electronics Inc.
00131C	LiteTouch, Inc.
0015FC	Littelfuse Startco
080031	LITTLE MACHINES INC.
D02C45	littleBits Electronics, Inc.
0008E6	Littlefeet
0001E9	Litton Marine Systems B.V.
008061	LITTON SYSTEMS, INC.
006044	LITTON/POLY-SCIENTIFIC
5045F7	Liuhe Intelligence Technology Ltd.
10CC1B	Liverock technologies,INC
DC6F00	Livescribe, Inc.
0021CD	Livetv
78510C	LiveU Ltd.
00C005	Livingston Enterprises Inc
001662	Liyuh Technology Ltd.
E85AA7	LLC Emzior
34C9F0	LM Technologies Ltd
882012	LMI Technologies
000445	LMS Skalar Instruments GmbH
001A7E	LN Srithai Comm Ltd.
002310	LNC Technology Co., Ltd.
1045F8	LNT-Automation GmbH
000B70	Load Technology, Inc.
001782	LoBenn Inc.
000FE8	Lobos, Inc.
0040D6	LOCAMATION B.V.
0007EF	Lockheed Martin Tactical Systems
004057	Lockheed-Sanders
C8F946	LOCOSYS Technology Inc.
00B086	LocSoft Limited
00009D	LOCUS COMPUTING CORPORATION
000587	Locus, Incorporated
001F79	Lodam Electronics A/S
000860	LodgeNet Entertainment Corp.
E0AEED	Loenk
000982	Loewe Opta GmbH
145A83	Logi-D inc
00D04E	Logibag
000EC3	Logic Controls, Inc.
004023	Logic Corporation
000292	Logic Innovations, Inc.
002678	Logic Instrument SA
0000AB	LOGIC MODELING CORPORATION
0008EE	Logic Product Development
006086	LOGIC REPLACEMENT TECH. LTD.
B8A8AF	Logic S.p.A.
60F3DA	Logic Way GmbH
FC1186	Logic3 plc
000E19	LogicaCMG Pty Ltd
0001A2	Logical Co., Ltd.
0020CE	LOGICAL DESIGN GROUP, INC.
001A43	Logical Link Communications
000C83	Logical Solutions
00203E	LogiCan Technologies, Inc.
DC7834	LOGICOM SA
00004F	Logicraft 386-Ware P.C. Emulator
B0D7C5	Logipix Ltd
002238	Logiplus
1C6E4C	Logistic Service & Engineering Co.,Ltd
00E07F	LOGISTISTEM s.r.l.
0007F0	LogiSync LLC
40B3FC	Logital Co. Limited
00018E	Logitec Corporation
3495DB	Logitec Corporation
C8DB26	Logitech
4473D6	Logitech
001F20	Logitech Europe SA
34885D	Logitech Far East
88C626	Logitech, Inc
C0288D	Logitech, Inc
EC8193	Logitech, Inc
002521	Logitek Electronic Systems, Inc.
002660	Logiways
0023C3	LogMeIn, Inc.
0007D2	Logopak Systeme GmbH & Co. KG
30D357	Logosol, Inc.
0003E7	Logostek Co. Ltd.
00600B	LOGWARE GmbH
0021C8	LOHUIS Networks
002544	LoJack Corporation
5CA3EB	Lokel s.r.o.
64517E	LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.
0011CA	Long Range Systems, Inc.
0020BC	Long Reach Networks Pty Ltd
00D070	LONG WELL ELECTRONICS CORP.
0023B1	Longcheer Technology (Singapore) Pte Ltd
FC3D93	LONGCHEER TELECOMMUNICATION LIMITED
8C7716	LONGCHEER TELECOMMUNICATION LIMITED
0C2576	LONGCHEER TELECOMMUNICATION LIMITED
B8DE5E	Longcheer Telecommunication Ltd
74BADB	Longconn Electornics(shenzhen)Co.,Ltd
0C1C19	Longconn Electronics(Shenzhen) Co, Ltd
F81D93	Longdhua(Beijing) Controls Technology Co.,Ltd
44ED57	Longicorn, inc.
001D32	Longkay Communication & Technology (Shanghai) Co. Ltd
900372	Longnan Junya Digital Tech Co Ltd
803BF6	Look Easy International Ltd
002360	Lookit Technology Co., Ltd
001B6C	LookX Digital Media BV
0050C6	LOOP TELECOMMUNICATION INTERNATIONAL, INC.
001AEF	Loopcomm Technology, Inc.
000F32	Lootom Telcovideo Network Wuxi Co Ltd
102D96	Looxcie Inc.
000A39	LoPA Information Technology
0060F8	Loran International Technologies Inc.
001B80	LORD Corporation
DCF858	Lorent Networks, Inc.
001F54	Lorex Technology Inc.
001BA7	Lorica Solutions
FC2E2D	Lorom Industrial Co.LTD.
000FF2	Loud Technologies Inc.
00097A	Louis Design Labs.
7038B4	Low Tech Solutions
000EC2	Lowrance Electronics, Inc.
E887A3	Loxley Public Company Limited
504F94	Loxone Electronics GmbH
000AB0	LOYTEC electronics GmbH
00160C	LPL  DEVELOPMENT S.A. DE C.V
FC07A0	LRE Medical GmbH
0019D6	LS Cable and System Ltd.
0025CA	LS Research, LLC
000B29	LS(LG) Industrial Systems co.,Ltd
009569	LSD Science and Technology Co.,Ltd.
00805E	LSI LOGIC CORPORATION
000796	LSI Systems, Inc.
00E044	LSICS CORPORATION
542A9C	LSY Defense, LLC.
142FFD	LT SECURITY INC
00141D	LTi DRIVES GmbH
A42655	Lti Motion (Shanghai) Co, Ltd
A46CC1	LTi REEnergy GmbH
00E088	LTX-Credence CORPORATION
001F80	Lucas Holding bv
00601D	LUCENT TECHNOLOGIES
000586	Lucent Technologies
00D077	LUCENT TECHNOLOGIES
00306D	LUCENT TECHNOLOGIES
0060D2	LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS CO., LTD.
001A10	LUCENT TRANS ELECTRONICS CO.,LTD
1C0FAF	Lucid Vision Labs
0005A4	Lucid Voice Ltd.
00A0EF	LUCIDATA LTD.
001C98	LUCKY TECHNOLOGY (HK) COMPANY LIMITED
00243A	Ludl Electronic Products
EC986C	Lufft Mess- und Regeltechnik GmbH
58CF4B	Lufkin Industries
5CA933	Luma Home
002251	Lumasense Technologies
000BE2	Lumenera Corporation
C88722	Lumenpulse
DCE2AC	Lumens Digital Optics Inc.
CCF841	Lumewave
001E28	Lumexis Corporation
54EF44	Lumi United Tech Co, Ltd
B461FF	Lumigon A/S
E85D6B	Luminate Wireless
284D92	Luminator
D0699E	LUMINEX Lighting Control Equipment
00234F	Luminous Power Technologies Pvt. Ltd.
001579	Lunatone Industrielle Elektronik GmbH
001BF7	Lund IP Products AB
0016DF	Lundinova AB
001F34	Lung Hwa Electronics Co., Ltd.
681295	Lupine Lighting Systems GmbH
000FE7	Lutron Electronics Co., Inc.
0023C4	Lux Lumen
481249	Luxcom Technologies Inc.
00809C	LUXCOM, INC.
0030C9	LuxN, N
606D3C	Luxshare Precision Industry Co Ltd
108286	Luxshare Precision Industry Co, Ltd
3C18A0	Luxshare Precision Industry Co.,Ltd.
002563	Luxtera Inc
A4134E	Luxul
0002BC	LVL 7 Systems, Inc.
CC9635	LVS Co.,Ltd.
8C57FD	LVX Western
000188	LXCO Technologies ag
0040FD	Lxe
0021D6	LXI Consortium
FC6C31	LXinstruments GmbH
000891	Lyan Inc.
000B80	Lycium Networks
001E3C	Lyngbox Media AB
ACAB8D	Lyngso Marine A/S
00E072	Lynk
002350	Lyntec
0080E7	Lynwood Scientific Dev Ltd
00058D	Lynx Photonic Networks, Inc.
0019E5	Lynx Studio Technology, Inc.
0060FE	LYNX SYSTEM DEVELOPERS, INC.
98F058	Lynxspring, Incl.
8C7EB3	Lytro, Inc.
50DF95	Lytx
2C4205	Lytx
A49F85	Lyve Minds, Inc
0023B3	Lyyn AB
80D433	LzLabs GmbH
000CF0	M & N GmbH
4C32D9	M Rutty Holdings Pty. Ltd.
B8D49D	M Seven System Ltd.
000D6C	M-Audio
F85BC9	M-Cube Spa
00109C	M-SYSTEM CO., LTD.
000751	m-u-t AG
000CD8	M. K. Juchheim GmbH & Co
0002CC	M.C.C.I
00A0A6	M.I. SYSTEMS, K.K.
0070B0	M/A-COM INC. COMPANIES
0270B0	M/A-COM INC. COMPANIES
000C58	M&S Systems
000A98	M+F Gwinner GmbH & Co
001726	m2c Electronic Technology Ltd.
705B2E	M2Communication Inc.
00151D	M2I CORPORATION
20FEDB	M2M Solution S.A.S.
00269D	M2Mnet Co., Ltd.
FC06ED	M2Motive Tech Inc
E44F29	MA Lighting Technology GmbH
000E94	Maas International BV
00303A	Maatel
00D0E8	MAC SYSTEM CO., LTD.
001C4F	MACAB AB
DCA989	Macandc
00091A	Macat Optics & Electronics Co., Ltd.
000328	Mace Group, Inc.
000EFB	Macey Enterprises
28AC67	Mach Power, Rappresentanze Internazionali s.r.l.
2CC407	machineQ
000C57	MACKIE Engineering Services Belgium BVBA
001878	Mackware GmbH
0040B9	MACQ Electronique SA
0060BF	MACRAIGOR SYSTEMS, INC.
4037AD	Macro Image Technology, Inc.
0006BC	Macrolink, Inc.
0030C7	Macromate Corp.
00B342	MacroSAN Technologies Co., Ltd.
000497	MacroSystem Digital Video AG
30FD11	MACROTECH (USA) INC.
0003B4	Macrotek International Corp.
006028	MACROVISION CORPORATION
00D008	MACTELL CORPORATION
00159E	Mad Catz Interactive Inc
0000F6	Madge
0080E9	Madge Ltd.
000281	Madge Ltd.
00006F	Madge Networks Ltd.
ACE348	MadgeTech, Inc
A4AE9A	Maestro Wireless Solutions ltd.
48F925	Maestronic
002478	Mag Tech Electronics Co Limited
0001A1	Mag-Tek, Inc.
001DF4	Magellan Technology Pty Limited
F83553	Magenta Research Ltd.
00051B	Magic Control Technology Corporation
683C7D	Magic Intelligence Technology Limited
0026D8	Magic Point Inc.
001628	Magicard Ltd
6C33A9	Magicjack LP
003032	MagicRam, Inc.
0018B5	Magna Carta
0000F1	MAGNA COMPUTER CORPORATION
AC5093	Magna Electronics Europe GmbH & Co Ohg
D8ED1C	Magna Tech SL
001E6F	Magna-Power Electronics, Inc.
28101B	Magnacom
C06C6D	MagneMotion, Inc.
001409	MAGNETI MARELLI   S.E. S.p.A.
4CD9C4	Magneti Marelli Automotive Electronics (Guangzhou) Co. Ltd
E42AD3	Magneti Marelli S.p.A. Powertrain
0CC0C0	MAGNETI MARELLI SISTEMAS ELECTRONICOS MEXICO
B82410	Magneti Marelli Slovakia s.r.o.
002415	Magnetic Autocontrol GmbH
0004C2	Magnipix, Inc.
0017D8	Magnum Semiconductor, Inc.
000498	Mahi Networks
00D042	MAHLO GMBH & CO. UG
0009D2	Mai Logic Inc.
3077CB	Maike Industry(Shenzhen)CO.,LTD
0001AB	Main Street Networks
00036A	Mainnet, Ltd.
0023BF	Mainpine, Inc.
006079	Mainstream Data, Inc.
00222E	maintech GmbH
CCD81F	Maipu Communication Tech Co, Ltd
C0493D	MAITRISE TECHNOLOGIQUE
3C7059	MakerBot Industries
908F93	MakerBot Industries
000404	Makino Milling Machine Co., Ltd.
301A28	Mako Networks Ltd
002582	Maksat Technologies (P) Ltd
0009BA	MAKU Informationstechik GmbH
001581	MAKUS Inc.
000D84	Makus Inc.
00065C	Malachite Technologies, Inc.
0CF019	Malgn Technology Co., Ltd.
0004AD	Malibu Networks
70AD54	Malvern Instruments Ltd
001AA8	Mamiya Digital Imaging Co., Ltd.
0009BE	Mamiya-OP Co.,Ltd.
001B85	Man Energy Solutions
000F07	Mangrove Systems, Inc.
CCE0C3	Mangstor, Inc.
001F49	Manhattan TV Ltd
00024D	Mannesman Dematic Colby Pty. Ltd.
00B080	Mannesmann Ipulsys B.V.
004081	MANNESMANN SCANGRAPHIC GMBH
00A06D	MANNESMANN TALLY CORPORATION
0001D6	manroland AG
488803	ManTechnology Inc.
000A74	Manticom Networks Inc.
984CD3	Mantis Deposition
000233	Mantra Communications, Inc.
000B37	MANUFACTURE DES MONTRES ROLEX SA
0025AD	Manufacturing Resources International
DC3C2E	Manufacturing System Insights, Inc.
0011A2	Manufacturing Technology Inc
04CF25	MANYCOLORS, INC.
CC187B	Manzanita Systems, Inc.
0050AC	MAPLE COMPUTER CORPORATION
00404B	MAPLE COMPUTER SYSTEMS
000A2E	MAPLE NETWORKS CO., LTD
0006D8	Maple Optical Systems
000449	Mapletree Networks
00239D	Mapower Electronics Co., Ltd
EC9365	Mapper.ai, Inc
002508	Maquet Cardiopulmonary AG
0064A6	Maquet CardioVascular
002541	Maquet Critical Care AB
349B5B	Maquet GmbH
0017C7	MARA Systems Consulting AB
000BA7	Maranti Networks
00E009	MARATHON TECHNOLOGIES CORP.
0010BE	MARCH NETWORKS CORPORATION
001281	March Networks S.p.A.
C8AF40	marco Systemanalyse und Entwicklung GmbH
00A0FA	Marconi Communication GmbH
009045	Marconi Communications
00A078	Marconi Communications
00B048	Marconi Communications Inc.
000096	MARCONI ELECTRONICS LTD.
00A0AD	MARCONI SPA
00E0EE	MAREL HF
000178	MARGI Systems, Inc.
001DE7	Marine Sonic Technology, Ltd.
005039	MARINER NETWORKS
98F8DB	Marini Impianti Industriali s.r.l.
0001F2	Mark of the Unicorn, Inc.
000A55	MARKEM Corporation
00909B	MARKEM-IMAJE
000657	Market Central, Inc.
48B253	Marketaxess Corporation
0CB459	Marketech International Corp
6C3838	Marking System Tech Co, Ltd
EC363F	Markov Corporation
00009E	MARLI S.A.
0040E1	Marner International Inc
C0A1A2	MarqMetrix
0000A1	MARQUETTE ELECTRIC CO.
00A05B	MARQUIP, INC.
1CE165	Marshal Corporation
0023A8	Marshall Electronics
0021DF	Martin Christ GmbH
0040EB	MARTIN MARIETTA CORPORATION
000343	Martin Professional A/S
0010BA	MARTINHO-DAVIS SYSTEMS, INC.
001F68	Martinsson Elektronik AB
001DEC	Marusys
00139D	Marvell Hispana S.L.
005043	MARVELL SEMICONDUCTOR, INC.
00CD90	MAS Elektronik AG
000887	Maschinenfabrik Reinhausen GmbH
0002EC	Maschoff Design Engineering
B810D4	Masimo Corp
0809B6	Masimo Corp
8809AF	Masimo Corporation
C816A5	Masimo Corporation
504A5E	Masimo Corporation
E0C2B7	Masimo Corporation
0050C9	MASPRO DENKOH CORP.
0007EA	Massana, Inc.
00095E	Masstech Group Inc.
001EDF	Master Industrialization Center Kista
002132	Masterclock, Inc.
748F1B	MasterImage 3D
0023F4	Masternaut
A42C08	Masterwork Automodules
0006E0	MAT Co., Ltd.
000E6E	MAT S.A. (Mircrelec Advanced Technology)
0009BB	MathStar, Inc.
001634	Mathtech, Inc.
A0E617	Matis
001159	MATISSE NETWORKS INC
080071	MATRA (DSIE)
000D03	Matrics, Inc.
00000B	MATRIX CORPORATION
001A57	Matrix Design Group, LLC
001A00	MATRIX INC.
0013D9	Matrix Product Development, Inc.
001B09	Matrix Telecom Pvt. Ltd.
000C8D	MATRIX VISION GmbH
0020FC	Matrox
F45F69	Matsufu Electronics distribution Company
B4346C	MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED
000D2E	Matsushita Avionics Systems Corporation
0000EB	MATSUSHITA COMM. IND. CO. LTD.
080023	Matsushita Denso
008045	Matsushita Electric Ind Co
000B97	Matsushita Electric Industrial Co.,Ltd.
00C08F	Matsushita Electric Works, Ltd.
